,family,file_name,genus,img_array,species,uid
41950,Lethrinidae,G000074_R.avi.116787.251.490.357.564.png,Lethrinus,"[[[ 83.     180.     129.    ]
  [ 83.     180.     129.    ]
  [ 83.     180.     129.    ]
  ...
  [ 85.3    182.3    131.3   ]
  [ 86.     183.     132.    ]
  [ 86.     183.     132.    ]]

 [[ 83.     180.     129.    ]
  [ 83.     180.     129.    ]
  [ 83.     180.     129.    ]
  ...
  [ 84.507  181.507  130.507 ]
  [ 84.78   181.78   130.78  ]
  [ 84.78   181.78   130.78  ]]

 [[ 83.     180.     129.    ]
  [ 83.     180.     129.    ]
  [ 83.     180.     129.    ]
  ...
  [ 83.4225 180.4225 129.4225]
  [ 83.3    180.3    129.3   ]
  [ 83.3    180.3    129.3   ]]

 ...

 [[ 90.     173.     120.    ]
  [ 90.     173.     120.    ]
  [ 90.     173.     120.    ]
  ...
  [ 87.3    175.35   125.    ]
  [ 87.3    175.35   125.    ]
  [ 87.3    175.35   125.    ]]

 [[ 90.     173.     120.    ]
  [ 90.     173.     120.    ]
  [ 90.     173.     120.    ]
  ...
  [ 88.     175.     125.    ]
  [ 88.     175.     125.    ]
  [ 88.     175.     125.    ]]

 [[ 90.     173.     120.    ]
  [ 90.     173.     120.    ]
  [ 90.     173.     120.    ]
  ...
  [ 88.     175.     125.    ]
  [ 88.     175.     125.    ]
  [ 88.     175.     125.    ]]]",punctulatus,41951.0
31195,Lethrinidae,E000566_L.MP4.572.982.128.1277.324.png,Lethrinus,"[[[ 15.48      131.48      187.48     ]
  [ 16.062399  132.0624    188.0624   ]
  [ 16.392     132.392     188.392    ]
  ...
  [ 13.808002  130.808     183.808    ]
  [ 14.48      131.48      184.48     ]
  [ 14.48      131.48      184.48     ]]

 [[ 17.6288    131.6288    187.6288   ]
  [ 17.3664    131.3664    187.3664   ]
  [ 17.776001  132.576     188.576    ]
  ...
  [ 15.440001  132.44      185.44     ]
  [ 15.440001  132.44      185.44     ]
  [ 15.440001  132.44      185.44     ]]

 [[ 19.184     133.184     189.184    ]
  [ 16.72      130.72      186.72     ]
  [ 16.04      130.84      186.84     ]
  ...
  [ 16.240002  133.24      186.24     ]
  [ 15.776001  132.776     185.776    ]
  [ 16.        133.        186.       ]]

 ...

 [[ 17.288002  122.288     171.288    ]
  [ 16.336002  121.336     170.336    ]
  [ 15.239997  120.24      169.24     ]
  ...
  [ 12.0000305 110.00003   156.00003  ]
  [ 15.824001  113.824005  160.384    ]
  [ 13.959991  111.95999   158.95999  ]]

 [[ 14.708801  122.7088    172.7088   ]
  [ 12.686403  120.6864    170.6864   ]
  [ 12.559998  120.56      170.56     ]
  ...
  [ 13.76001   111.76001   158.76001  ]
  [ 15.440002  114.        162.12     ]
  [ 12.959991  111.95999   160.95999  ]]

 [[ 15.7104025 123.2304    174.1904   ]
  [ 12.811207  120.251205  171.3712   ]
  [ 13.        121.        171.       ]
  ...
  [ 15.12001   113.12001   160.12001  ]
  [ 15.440002  114.        162.12     ]
  [ 13.230396  112.23039   161.2304   ]]]",punctulatus,31196.0
38501,Acanthuridae,G000035_L.avi.6509.852.474.957.544.png,Zebrasoma,"[[[ 44.       158.       131.      ]
  [ 44.       158.       131.      ]
  [ 44.       158.       131.      ]
  ...
  [ 42.       158.       129.      ]
  [ 42.       158.       129.      ]
  [ 42.       158.       129.      ]]

 [[ 44.       158.       131.      ]
  [ 44.       158.       131.      ]
  [ 44.       158.       131.      ]
  ...
  [ 42.       158.       129.      ]
  [ 42.       158.       129.      ]
  [ 42.       158.       129.      ]]

 [[ 44.       158.       131.      ]
  [ 44.       158.       131.      ]
  [ 44.       158.       131.      ]
  ...
  [ 42.       158.       129.      ]
  [ 42.       158.       129.      ]
  [ 42.       158.       129.      ]]

 ...

 [[ 58.25     136.25     110.25    ]
  [ 59.212498 137.21251  111.2125  ]
  [ 60.       138.       112.      ]
  ...
  [ 55.75     154.5      124.25    ]
  [ 55.5      154.25     124.      ]
  [ 55.5      154.25     124.      ]]

 [[ 58.       136.       110.      ]
  [ 59.1      137.1      111.1     ]
  [ 60.       138.       112.      ]
  ...
  [ 56.587498 154.5875   124.587494]
  [ 56.2475   154.2475   124.2475  ]
  [ 56.       154.       124.      ]]

 [[ 58.       136.       110.      ]
  [ 59.1      137.1      111.1     ]
  [ 60.       138.       112.      ]
  ...
  [ 57.       155.       125.      ]
  [ 56.550003 154.55     124.55    ]
  [ 56.       154.       124.      ]]]",scopas,38502.0
46920,Mullidae,G000114_R.avi.91461.5.530.117.605.png,Parupeneus,"[[[ 81.       122.       106.      ]
  [ 81.625    122.625    106.625   ]
  [ 82.       123.       107.      ]
  ...
  [107.75     147.25     128.5     ]
  [102.875    143.875    125.875   ]
  [101.       142.       124.      ]]

 [[ 80.375    121.375    105.375   ]
  [ 81.       122.       106.      ]
  [ 81.140625 122.140625 106.140625]
  ...
  [108.140625 147.64062  128.89062 ]
  [103.265625 144.26562  126.265625]
  [101.       142.       124.      ]]

 [[ 79.625    120.625    104.625   ]
  [ 80.015625 121.015625 105.015625]
  [ 80.015625 121.015625 105.015625]
  ...
  [110.53125  150.26562  130.8125  ]
  [105.234375 146.60938  127.484375]
  [102.5      143.875    124.75    ]]

 ...

 [[172.625    198.625    204.625   ]
  [170.90625  196.90625  202.90625 ]
  [169.875    195.875    201.875   ]
  ...
  [172.625    201.       204.875   ]
  [172.625    200.625    205.625   ]
  [172.625    200.625    205.625   ]]

 [[173.375    199.375    205.375   ]
  [170.25     196.25     202.25    ]
  [168.375    194.375    200.375   ]
  ...
  [173.375    201.75     205.625   ]
  [173.375    201.375    206.375   ]
  [173.375    201.375    206.375   ]]

 [[174.       200.       206.      ]
  [170.875    196.875    202.875   ]
  [169.       195.       201.      ]
  ...
  [174.       202.375    206.25    ]
  [174.       202.       207.      ]
  [174.       202.       207.      ]]]",barberinoides,46921.0
11207,Acanthuridae,A000062_L.avi.6333.497.178.674.296.png,Acanthurus,"[[[  0.         129.9262     149.9262    ]
  [  0.         132.62       152.35      ]
  [  0.         136.1        155.1       ]
  ...
  [  0.         129.6805     147.6805    ]
  [  0.         128.69571    146.69571   ]
  [  0.         128.0162     146.0162    ]]

 [[  0.         130.4057     149.5957    ]
  [  0.         134.1455     153.28421   ]
  [  0.         136.64       155.64      ]
  ...
  [  0.         131.         149.        ]
  [  0.         130.0729     148.0729    ]
  [  0.         128.1557     146.1557    ]]

 [[  0.         139.73949    156.73949   ]
  [  0.         140.8125     158.3525    ]
  [  0.         139.405      158.405     ]
  ...
  [  0.         131.         149.        ]
  [  0.         129.54001    147.54001   ]
  [  0.         127.680504   145.6805    ]]

 ...

 [[  0.         125.88947    134.88947   ]
  [  0.9854962  128.20447    138.01448   ]
  [  5.5624957  132.56248    144.56248   ]
  ...
  [  0.         107.25255    126.25255   ]
  [  0.         110.09153    128.36153   ]
  [  0.         114.690025   132.69003   ]]

 [[  0.         128.90999    135.72      ]
  [  0.36450577 130.6787     138.10162   ]
  [  1.5930252  131.76851    140.84853   ]
  ...
  [  0.          97.84152    116.84152   ]
  [  0.         100.47422    118.744225  ]
  [  0.         103.471436   121.471436  ]]

 [[  0.         127.36001    133.36      ]
  [  0.         127.68151    134.22151   ]
  [  0.         124.98003    132.98004   ]
  ...
  [  0.          96.919      115.919     ]
  [  0.          98.45999    116.729996  ]
  [  0.          99.1638     117.1638    ]]]",grammoptilus,11208.0
64475,Carangidae,G000268_R.avi.71483.427.265.639.406.png,Carangoides,"[[[ 14.       222.       189.      ]
  [ 14.       222.       189.      ]
  [ 14.       222.       189.05    ]
  ...
  [ 16.795    221.795    191.795   ]
  [ 16.795    221.795    191.795   ]
  [ 16.795    221.795    191.795   ]]

 [[ 14.       222.       189.      ]
  [ 14.       222.       189.      ]
  [ 14.       222.       189.05    ]
  ...
  [ 16.       221.       191.      ]
  [ 16.       221.       191.      ]
  [ 16.       221.       191.      ]]

 [[ 14.       222.       189.      ]
  [ 14.       222.       189.      ]
  [ 14.       222.       189.05    ]
  ...
  [ 16.       221.       191.      ]
  [ 16.       221.       191.      ]
  [ 16.       221.       191.      ]]

 ...

 [[ 13.       198.       170.      ]
  [ 13.       198.       170.      ]
  [ 12.975    197.975    169.975   ]
  ...
  [ 15.949982 195.02501  167.      ]
  [ 15.949982 195.02501  167.      ]
  [ 15.949982 195.02501  167.      ]]

 [[ 13.       198.       170.      ]
  [ 13.       198.       170.      ]
  [ 12.975    197.975    169.975   ]
  ...
  [ 16.       195.       167.      ]
  [ 16.       195.       167.      ]
  [ 16.       195.       167.      ]]

 [[ 13.       198.       170.      ]
  [ 13.       198.       170.      ]
  [ 12.975    197.975    169.975   ]
  ...
  [ 16.       195.       167.      ]
  [ 16.       195.       167.      ]
  [ 16.       195.       167.      ]]]",fulvoguttatus,64476.0
75608,Siganidae,G000392_R.avi.49983.-4.287.122.372.png,Siganus,"[[[ 14.       196.       169.      ]
  [ 14.775    196.775    169.775   ]
  [ 15.       196.375    171.25    ]
  ...
  [ 16.       206.       181.      ]
  [ 16.       206.       181.      ]
  [ 16.       206.       181.      ]]

 [[ 15.55     201.425    172.875   ]
  [ 15.724375 201.59938  173.04938 ]
  [ 15.775    201.50937  173.38126 ]
  ...
  [ 15.225    205.225    180.225   ]
  [ 15.225    205.225    180.225   ]
  [ 15.225    205.225    180.225   ]]

 [[ 16.625    203.625    174.625   ]
  [ 16.625    203.625    174.625   ]
  [ 16.625    203.625    174.625   ]
  ...
  [ 15.       205.       180.      ]
  [ 15.       205.       180.      ]
  [ 15.       205.       180.      ]]

 ...

 [[ 12.375    200.625    160.      ]
  [ 12.375    200.625    160.      ]
  [ 12.375    200.625    160.      ]
  ...
  [ 19.       194.625    156.625   ]
  [ 19.       194.625    156.625   ]
  [ 19.       194.625    156.625   ]]

 [[ 13.       200.       160.      ]
  [ 13.       200.       160.      ]
  [ 13.       200.       160.      ]
  ...
  [ 19.       194.       156.      ]
  [ 19.       194.       156.      ]
  [ 19.       194.       156.      ]]

 [[ 13.       200.       160.      ]
  [ 13.       200.       160.      ]
  [ 13.       200.       160.      ]
  ...
  [ 19.       194.       156.      ]
  [ 19.       194.       156.      ]
  [ 19.       194.       156.      ]]]",fuscescens,75609.0
75519,Lethrinidae,G000391_L.avi.82339.612.0.868.115.png,Lethrinus,"[[[ 37.925    121.925    107.925   ]
  [ 36.775    120.775    106.775   ]
  [ 36.       120.       106.      ]
  ...
  [ 44.76875  131.76875   99.76875 ]
  [ 43.241882 130.24188   98.24188 ]
  [ 42.075005 129.07501   97.075005]]

 [[ 38.149998 121.475006 108.15    ]
  [ 37.050625 120.375626 107.05063 ]
  [ 36.45     119.775    106.45    ]
  ...
  [ 45.       132.       100.      ]
  [ 43.624386 130.62439   98.62438 ]
  [ 42.300003 129.30002   97.3     ]]

 [[ 38.55     119.55     108.55    ]
  [ 37.625    118.625    107.625   ]
  [ 37.625    118.625    107.625   ]
  ...
  [ 45.       132.       100.      ]
  [ 44.51563  131.51562   99.515625]
  [ 43.450005 130.45001   98.450005]]

 ...

 [[ 42.128124 114.25313   92.87813 ]
  [ 40.878124 113.00313   91.62813 ]
  [ 42.734375 114.859375  93.484375]
  ...
  [ 42.890625 124.125     97.421875]
  [ 40.040623 121.41562   94.29062 ]
  [ 44.05623  124.85311   98.42185 ]]

 [[ 39.85     110.85      89.85    ]
  [ 38.675    109.675     88.675   ]
  [ 43.25     114.25      93.25    ]
  ...
  [ 47.03436  125.03436   99.03436 ]
  [ 43.724365 121.724365  95.724365]
  [ 45.39998  122.47498   99.24997 ]]

 [[ 40.913746 111.91374   90.91374 ]
  [ 41.241863 112.24186   91.24186 ]
  [ 44.059372 115.05937   94.05937 ]
  ...
  [ 51.20936  131.17497  104.8281  ]
  [ 48.133118 127.05811  101.05811 ]
  [ 47.83874  125.83874  102.61372 ]]]",punctulatus,75520.0
80252,Labridae,G000426_R.avi.76794.1281.344.1486.480.png,Choerodon,"[[[ 15.       212.       180.      ]
  [ 15.       212.       180.      ]
  [ 15.       212.       180.      ]
  ...
  [ 13.       212.       177.      ]
  [ 13.       212.       177.      ]
  [ 13.       212.       177.      ]]

 [[ 14.46     211.46     178.38    ]
  [ 14.46     211.46     178.38    ]
  [ 14.46     211.46     178.38    ]
  ...
  [ 13.       212.       177.      ]
  [ 13.       212.       177.      ]
  [ 13.       212.       177.      ]]

 [[ 12.2      209.2      175.2     ]
  [ 12.2      209.2      175.2     ]
  [ 12.2      209.2      175.2     ]
  ...
  [ 13.       212.       177.      ]
  [ 13.       212.       177.      ]
  [ 13.       212.       177.      ]]

 ...

 [[ 29.457989 207.458    150.458   ]
  [ 29.357983 207.35799  150.35799 ]
  [ 29.789982 208.68999  151.68999 ]
  ...
  [ 19.460026 203.75998  155.55997 ]
  [ 25.14399  203.144    153.144   ]
  [ 34.100067 207.18002  154.72    ]]

 [[ 29.577225 206.65721  148.7372  ]
  [ 28.131617 205.21161  147.2916  ]
  [ 27.506008 205.07199  147.15198 ]
  ...
  [ 16.313982 202.91397  153.79395 ]
  [ 20.       200.30003  149.38002 ]
  [ 30.522831 204.7712   152.9     ]]

 [[ 31.492397 207.4924   148.4924  ]
  [ 29.082796 205.0828   146.0828  ]
  [ 28.1      204.1      145.1     ]
  ...
  [ 14.100006 203.39996  153.19995 ]
  [ 16.168407 199.16841  147.16841 ]
  [ 24.920044 200.53998  149.35999 ]]]",cyanodus,80253.0
70059,Carangidae,G000341_L.avi.64413.1598.542.1899.742.png,Selaroides,"[[[ 15.   153.   137.  ]
  [ 13.5  151.5  135.5 ]
  [ 11.75 152.75 135.75]
  ...
  [ 15.   156.   143.  ]
  [ 15.5  156.5  143.5 ]
  [ 13.   156.   142.  ]]

 [[ 15.25 153.25 137.25]
  [ 13.   154.   137.  ]
  [ 12.25 153.25 136.25]
  ...
  [ 11.   156.   144.  ]
  [ 11.5  156.5  144.5 ]
  [ 10.   158.   145.  ]]

 [[ 12.   153.   136.  ]
  [ 12.   153.   136.  ]
  [ 11.25 152.25 135.25]
  ...
  [ 13.   156.   142.  ]
  [ 14.   157.   143.  ]
  [ 14.5  157.5  143.5 ]]

 ...

 [[ 12.   143.   122.  ]
  [ 12.5  143.5  122.5 ]
  [ 13.75 143.75 125.75]
  ...
  [ 12.5  140.5  120.5 ]
  [ 14.5  142.5  122.5 ]
  [ 14.5  142.5  122.5 ]]

 [[ 15.   148.   126.  ]
  [ 14.5  147.5  125.5 ]
  [ 16.75 148.75 129.75]
  ...
  [ 15.75 143.75 123.75]
  [ 16.5  144.5  124.5 ]
  [ 16.   144.   124.  ]]

 [[ 16.75 152.75 129.75]
  [ 15.25 151.25 128.25]
  [ 14.75 149.75 129.75]
  ...
  [ 17.   145.   125.  ]
  [ 15.5  143.5  123.5 ]
  [ 14.25 142.25 122.25]]]",leptolepis,70060.0
24228,Serranidae,E000013_L.MP4.27892.551.179.903.414.png,Epinephelus,"[[[ 12.780625  129.78062   133.78062  ]
  [ 12.7       129.7       133.7      ]
  [ 14.325     131.325     135.325    ]
  ...
  [ 14.5781355 133.57814   137.57814  ]
  [ 11.391899  132.34189   135.3669   ]
  [ 10.780627  131.78062   134.78062  ]]

 [[ 13.        130.        134.       ]
  [ 13.        130.        134.       ]
  [ 13.375     130.375     134.375    ]
  ...
  [ 12.975     131.975     135.975    ]
  [ 11.050018  132.        135.02501  ]
  [ 11.008125  132.00812   135.00812  ]]

 [[ 13.325     130.325     133.325    ]
  [ 12.625     129.625     132.625    ]
  [ 13.140625  130.14062   133.14062  ]
  ...
  [ 13.        132.        138.       ]
  [ 13.        132.        136.05002  ]
  [ 13.375     132.375     136.375    ]]

 ...

 [[ 14.        138.        132.       ]
  [ 13.390639  137.39064   131.39064  ]
  [ 15.765615  139.76561   133.76561  ]
  ...
  [ 15.375015  146.37502   139.62498  ]
  [ 12.693761  143.69376   137.675    ]
  [ 14.371848  145.37184   139.37184  ]]

 [[ 14.        138.        132.       ]
  [ 14.974991  138.97499   132.97499  ]
  [ 14.059397  138.0594    132.0594   ]
  ...
  [ 14.375015  145.37502   139.37502  ]
  [ 13.025009  144.02501   139.92622  ]
  [ 12.        143.        138.94998  ]]

 [[ 14.544373  138.54437   132.54437  ]
  [ 13.991876  137.99188   131.99188  ]
  [ 15.953138  139.95314   133.95314  ]
  ...
  [ 14.203118  145.20312   139.20312  ]
  [ 13.691258  144.69125   140.64124  ]
  [ 13.        144.        140.       ]]]",multinotatus,24229.0
43818,Acanthuridae,G000084_R.avi.95031.957.502.1152.632.png,Acanthurus,"[[[ 84.1275   175.1275   145.1275  ]
  [ 83.6175   174.61751  144.61751 ]
  [ 85.2875   176.2875   146.2875  ]
  ...
  [ 37.88747  116.637474  87.637474]
  [ 39.900024 117.900024  88.900024]
  [ 40.189987 118.18999   91.73996 ]]

 [[ 84.917496 175.9175   145.9175  ]
  [ 84.2475   175.2475   145.2475  ]
  [ 85.5      176.5      146.5     ]
  ...
  [ 37.699974 116.44998   87.44998 ]
  [ 39.495014 117.49501   88.49501 ]
  [ 38.06501  116.06501   89.61498 ]]

 [[ 85.75     176.75     146.75    ]
  [ 85.3      176.3      146.3     ]
  [ 86.8125   177.8125   147.8125  ]
  ...
  [ 36.5625   115.31251   86.31251 ]
  [ 37.16249  115.16249   86.16249 ]
  [ 38.137493 116.1375    89.68747 ]]

 ...

 [[ 40.27501  124.27501   96.27501 ]
  [ 44.26252  128.26251  100.26252 ]
  [ 47.187508 131.18752  103.18751 ]
  ...
  [ 73.562485 152.56248  116.562485]
  [ 79.02497  158.02498  122.02497 ]
  [ 85.32499  164.325    128.325   ]]

 [[ 39.217503 123.21751   95.21751 ]
  [ 41.305023 125.30502   97.30502 ]
  [ 42.950073 126.95007   98.95007 ]
  ...
  [ 72.66249  151.66249  115.66249 ]
  [ 75.19995  154.19995  118.19995 ]
  [ 80.697495 159.6975   123.697495]]

 [[ 38.895    122.895004  94.895004]
  [ 38.367523 122.36752   94.36752 ]
  [ 35.150055 119.150055  91.150055]
  ...
  [ 71.51251  150.51251  114.51251 ]
  [ 73.41499  152.415    116.41499 ]
  [ 77.       156.       120.      ]]]",grammoptilus,43819.0
55722,Carangidae,G000183_L.avi.53818.227.320.563.544.png,Carangoides,"[[[ 24.7644   155.7644   141.7644  ]
  [ 24.       155.       141.      ]
  [ 22.8      153.8      139.8     ]
  ...
  [ 21.       155.       142.      ]
  [ 21.419998 155.       142.14    ]
  [ 23.764397 154.7644   142.7644  ]]

 [[ 23.6732   154.6732   140.6732  ]
  [ 24.       155.       141.      ]
  [ 21.251999 152.252    138.252   ]
  ...
  [ 21.       155.       142.      ]
  [ 21.419998 155.       142.14    ]
  [ 23.       154.       142.      ]]

 [[ 23.658    154.65799  140.65799 ]
  [ 24.       155.       141.      ]
  [ 23.1      154.1      140.1     ]
  ...
  [ 21.       155.       144.      ]
  [ 22.14     156.14     143.14    ]
  [ 22.76001  155.62     143.      ]]

 ...

 [[ 23.62     139.62     120.86    ]
  [ 25.279999 139.56     120.7     ]
  [ 22.9      137.79999  116.10001 ]
  ...
  [ 23.010002 136.80998  109.909996]
  [ 30.960007 145.212    118.212006]
  [ 33.644028 149.52002  122.52002 ]]

 [[ 25.686401 141.6864   122.9264  ]
  [ 26.1596   140.43959  121.5796  ]
  [ 22.914    137.914    115.914   ]
  ...
  [ 24.       137.       113.      ]
  [ 29.661201 142.94121  118.9412  ]
  [ 29.013206 144.01321  120.01321 ]]

 [[ 26.23561  140.6156   120.47561 ]
  [ 29.206392 142.34639  120.76639 ]
  [ 23.       138.       116.      ]
  ...
  [ 21.33802  134.33803  110.33802 ]
  [ 23.08598  136.36598  112.365974]
  [ 24.384394 139.3844   115.38439 ]]]",fulvoguttatus,55723.0
36907,Caesionidae,G000024_L.avi.37716.41.238.182.332.png,Pterocaesio,"[[[ 12.       177.       181.      ]
  [ 12.       177.       181.      ]
  [ 12.85     177.85     181.85    ]
  ...
  [ 11.       175.       188.      ]
  [ 11.       175.       188.      ]
  [ 11.       175.       188.      ]]

 [[ 11.09     176.09     180.09    ]
  [ 11.918099 176.9181   180.9181  ]
  [ 12.0765   177.0765   181.0765  ]
  ...
  [ 11.       175.       188.      ]
  [ 11.       175.       188.      ]
  [ 11.       175.       188.      ]]

 [[ 11.       175.15     185.1     ]
  [ 11.1365   175.2865   185.2365  ]
  [ 11.15     175.3      185.25    ]
  ...
  [ 13.549999 175.       188.85    ]
  [ 13.549999 175.       188.85    ]
  [ 13.549999 175.       188.85    ]]

 ...

 [[ 12.       171.       186.      ]
  [ 12.       171.       186.      ]
  [ 12.       171.       186.      ]
  ...
  [ 11.       172.       186.      ]
  [ 11.       172.       186.      ]
  [ 11.       172.       186.      ]]

 [[ 12.       171.       186.      ]
  [ 12.       171.       186.      ]
  [ 12.       171.       186.      ]
  ...
  [ 11.       172.       186.      ]
  [ 11.       172.       186.      ]
  [ 11.       172.       186.      ]]

 [[ 12.       171.       186.      ]
  [ 12.       171.       186.      ]
  [ 12.       171.       186.      ]
  ...
  [ 11.       172.       186.      ]
  [ 11.       172.       186.      ]
  [ 11.       172.       186.      ]]]",digramma,36908.0
67318,Labridae,G000296_R.avi.21904.1032.115.1202.228.png,Thalassoma,"[[[ 14.935     125.935     125.935    ]
  [ 13.415     124.805     124.61     ]
  [ 11.        124.        123.       ]
  ...
  [ 11.415006  142.285     132.35     ]
  [ 12.87      143.73999   133.805    ]
  [ 13.065     143.935     134.       ]]

 [[ 15.117325  126.117325  126.117325 ]
  [ 13.415     124.805     124.61     ]
  [ 10.9366255 123.93662   122.93662  ]
  ...
  [ 12.350006  141.35      132.35     ]
  [ 13.805     142.805     133.805    ]
  [ 14.        143.        134.       ]]

 [[ 15.848875  127.49887   127.173874 ]
  [ 13.153376  125.06663   124.61     ]
  [ 10.675     123.675     122.675    ]
  ...
  [ 13.000006  141.02501   132.35     ]
  [ 14.455     142.48      133.805    ]
  [ 14.65      142.675     134.       ]]

 ...

 [[ 10.888866  124.88886   118.88886  ]
  [  9.523245  123.52325   117.52325  ]
  [  9.113752  123.113754  117.113754 ]
  ...
  [ 16.324997  178.325     158.325    ]
  [ 16.324997  178.325     158.325    ]
  [ 16.324997  178.325     158.325    ]]

 [[  7.519999  121.52      115.52     ]
  [  7.0559244 121.05592   115.05592  ]
  [ 10.633126  124.633125  118.633125 ]
  ...
  [ 20.830002  179.61      160.41501  ]
  [ 20.830002  179.61      160.41501  ]
  [ 20.830002  179.61      160.41501  ]]

 [[  4.9434547 118.94346   112.94346  ]
  [  3.5743074 117.5743    111.5743   ]
  [ 11.557749  125.55775   119.55775  ]
  ...
  [ 25.73999   183.73999   164.73999  ]
  [ 25.73999   183.73999   164.73999  ]
  [ 25.73999   183.73999   164.73999  ]]]",lutescens,67319.0
75960,Lethrinidae,G000394_R.avi.28761.359.503.593.659.png,Lethrinus,"[[[ 16.       196.       163.      ]
  [ 16.       196.       161.32    ]
  [ 16.       196.       161.      ]
  ...
  [ 54.480038 189.832    145.52    ]
  [ 52.065586 189.67036  144.59996 ]
  [ 53.558403 193.0784   147.6384  ]]

 [[ 16.84     196.84     163.84    ]
  [ 16.1344   196.1344   161.45439 ]
  [ 16.       196.       161.      ]
  ...
  [ 51.600037 193.       148.40001 ]
  [ 48.70562  192.1856   147.34558 ]
  [ 47.7648   193.7648   149.7648  ]]

 [[ 17.       197.       162.      ]
  [ 16.16     196.16     161.16    ]
  [ 16.       196.       161.      ]
  ...
  [ 42.16004  198.56     148.96    ]
  [ 39.176018 197.49599  147.65598 ]
  [ 37.711998 197.712    148.712   ]]

 ...

 [[ 52.288006 189.28801  138.28801 ]
  [ 52.       189.       138.      ]
  [ 52.160004 189.16     138.16    ]
  ...
  [ 81.84004  188.84004  125.84004 ]
  [ 75.080025 182.24002  118.76005 ]
  [ 80.887985 188.88799  122.887985]]

 [[ 52.044796 189.0448   138.0448  ]
  [ 52.15999  189.99998  136.48    ]
  [ 53.15999  190.76     137.95999 ]
  ...
  [ 59.511852 190.71184  142.11185 ]
  [ 60.020596 192.0206   143.0206  ]
  [ 67.48954  199.48955  150.48955 ]]

 [[ 52.7984   190.5184   137.3584  ]
  [ 53.6048   191.56     137.6944  ]
  [ 54.288002 191.6      138.224   ]
  ...
  [ 73.768005 214.76     168.32    ]
  [ 73.25925  215.33926  168.49927 ]
  [ 68.01279  210.0928   163.2528  ]]]",punctulatus,75961.0
44542,Pomacentridae,G000092_R.avi.97947.-10.655.193.791.png,Abudefduf,"[[[ 77.964    124.3764   122.6212  ]
  [ 86.9112   133.47119  132.0112  ]
  [100.612    147.982    147.674   ]
  ...
  [ 52.941967 103.30197  103.12197 ]
  [ 47.065582  97.42558   97.24558 ]
  [ 48.542828 100.247635  99.39523 ]]

 [[ 79.9624   119.1424   118.5024  ]
  [ 89.1536   129.15361  130.15361 ]
  [ 88.562    133.062    132.26201 ]
  ...
  [ 49.913967 101.91396  100.91396 ]
  [ 44.539993  96.53999   95.53999 ]
  [ 49.362846 101.36285  100.36285 ]]

 [[ 85.97     121.622    121.234   ]
  [ 78.136    119.035995 117.336   ]
  [ 74.61     119.2      118.130005]
  ...
  [ 54.89997  106.89997  105.89997 ]
  [ 49.11198  101.111984 100.111984]
  [ 49.650017 101.65002  100.65002 ]]

 ...

 [[ 80.342    126.882    122.702   ]
  [ 84.97798  133.97798  128.978   ]
  [ 92.18998  138.48999  134.38998 ]
  ...
  [ 67.37002  108.19001  104.26001 ]
  [ 69.36     108.56001  105.259995]
  [ 72.360016 111.39602  106.702   ]]

 [[ 80.85161  127.39161  123.21161 ]
  [ 81.663185 130.66318  125.663185]
  [ 87.19197  133.49196  129.39197 ]
  ...
  [ 68.48599  109.48599  105.28598 ]
  [ 68.46001  109.46001  103.46001 ]
  [ 71.46002  110.82001  105.640015]]

 [[ 79.17998  125.71998  121.53998 ]
  [ 78.07998  127.07998  122.07998 ]
  [ 82.13998  128.43997  124.33998 ]
  ...
  [ 66.44199  107.44199  103.24198 ]
  [ 67.64     108.64     102.64    ]
  [ 71.31242  110.67241  105.49242 ]]]",sexfasciatus,44543.0
40050,Lethrinidae,G000047_R.avi.22996.946.359.1094.458.png,Lethrinus,"[[[ 38.       192.       152.      ]
  [ 38.985    192.985    152.985   ]
  [ 39.       193.       153.      ]
  ...
  [ 39.       192.       152.      ]
  [ 39.       192.       152.      ]
  [ 39.       192.       152.      ]]

 [[ 37.015    190.03     148.06    ]
  [ 37.029774 190.04477  148.07477 ]
  [ 37.03     190.045    148.075   ]
  ...
  [ 37.03     190.03     150.03    ]
  [ 37.03     190.03     150.03    ]
  [ 37.03     190.03     150.03    ]]

 [[ 36.025    189.025    147.025   ]
  [ 36.025    189.025    147.025   ]
  [ 36.025    189.025    147.025   ]
  ...
  [ 37.       190.       150.      ]
  [ 37.       190.       150.      ]
  [ 37.       190.       150.      ]]

 ...

 [[109.075005 177.07501  104.075005]
  [110.13389  178.13388  105.13389 ]
  [112.07563  180.14876  107.12438 ]
  ...
  [ 47.025    184.025    138.025   ]
  [ 47.039627 184.03963  138.03963 ]
  [ 48.       185.       139.      ]]

 [[112.075    180.075    107.075   ]
  [115.98545  183.98544  110.98545 ]
  [117.00537  187.93037  113.955376]
  ...
  [ 48.       185.       139.      ]
  [ 48.       185.       139.      ]
  [ 48.       185.       139.      ]]

 [[117.       185.       112.      ]
  [118.97     186.97     113.97    ]
  [119.       189.925    115.95    ]
  ...
  [ 48.       185.       139.      ]
  [ 48.       185.       139.      ]
  [ 48.       185.       139.      ]]]",variegatus,40051.0
